Dataset,Line,Example,Template,ClusterId
Android,465747,keyAppBroadcastQueueForIntent intent Intent { act=com.tencent.mm.ui.ACTION_DEACTIVE flg=0x10 (has extras) } on bgkeyapp queue,keyAppBroadcastQueueForIntent intent Intent { act=com.tencent.mm.ui.ACTION_DEACTIVE <*> (has extras) } on bgkeyapp queue,1040
Android,466318,"GetAddrInfoHandler addr: vweixinthumb.tc.qq.com {308, 917812, 10105} 183.232.175.171",GetAddrInfoHandler addr: vweixinthumb.tc.qq.com <*>,1041
Android,470227,MODE_TRANSPARENT -> MODE_TRANSLUCENT animate=false,MODE_TRANSPARENT -> MODE_TRANSLUCENT animate=false,1042
Android,470268,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }","Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN <*> cmp=com.android.incallui/.InCallActivity (has extras) }",1043
Android,470406,"#B3000000 com.android.systemui.tint.TintTextView{88b1de7 V.ED..... ......ID 0,11-144,60 #7f14004e app:id/msim_status_bar_operators_card_one_id}",<*> V.ED..... ......ID <*> app:id/msim_status_bar_operators_card_one_id},1044
Android,470783,openAssetFile success:false,openAssetFile success:false,1045
Android,470842,Points are too far apart 4.000000,Points are too far apart <*>,1046
Android,470853,waitingForBackgroundrunningDone enter is 1481985207916,waitingForBackgroundrunningDone enter is <*>,1047
Android,471224,"onTouchEvent: code=4, action=0, event=MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=75.0, y[0]=119.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=128299437, downTime=128299437, deviceId=10, source=0x1002 }","onTouchEvent: <*> event=MotionEvent { action=ACTION_DOWN, <*> }",1048
Android,471530,VolumeDialogController.Callbacks onDismissRequested reason = 2,VolumeDialogController.Callbacks onDismissRequested reason = <*>,1049
Android,472845,refreshBatteryInfo: null,refreshBatteryInfo: null,1050
Android,473009,I/===> int ulp_dr_stop_engine() line 235,I/===> int ulp_dr_stop_engine() line <*>,1051
Android,473300,prevent by hsm Will not start service Intent { act=com.baidu.android.pushservice.action.METHOD flg=0x20 pkg=com.qiyi.video cmp=com.qiyi.video/com.baidu.android.pushservice.PushService (has extras) } U=0: force null,prevent by hsm Will not start service Intent { act=com.baidu.android.pushservice.action.METHOD <*> pkg=com.qiyi.video cmp=com.qiyi.video/com.baidu.android.pushservice.PushService (has extras) } <*> force null,1052
Android,475095,showPrimarySecurityScreen(),showPrimarySecurityScreen(),1053
Android,476322,CleanTask:trashType is not TYPE_APK_INNER_CACHE,CleanTask:trashType is not TYPE_APK_INNER_CACHE,1054
Android,476951,<2016-12-17 22:35:37> [NOTICE] SDK: UE-SeC 2016-12-17 22:35:37:556 Level[NOTICE] magic[3368294688 452]:l4vpn : l4vpn status is 1,<*> [NOTICE] SDK: UE-SeC <*> Level[NOTICE] <*> : <*> status is <*>,1055
Android,477302,isMusicActive...,isMusicActive...,1056
Android,477407,bh1745-light calling driver enable,<*> calling driver enable,1057
Android,478998,eventAction :class com.huawei.intelligent.main.receiver.action.ActionBarPullDownAction,eventAction :class com.huawei.intelligent.main.receiver.action.ActionBarPullDownAction,1058
Android,479339,adjustTrafficMeal,adjustTrafficMeal,1059
Android,482384,"GetAddrInfoHandler addr: uc.huawei.com {308, 917812, 10102} 45.249.213.63",GetAddrInfoHandler addr: uc.huawei.com <*>,1060
Android,484778,[ReceiverDispatcher-336]init push bastet failed!(android/null:-1),<*> push bastet <*>,1061
Android,488631,"RCV unsolicited event from native daemon, event = 613 IfaceClass active 0 454288533582816 10105","RCV unsolicited event from native daemon, event = <*> IfaceClass active <*>",1062
Android,489663,<2016-12-17 22:42:48> [NOTICE] SDK: UE-SeC 2016-12-17 22:42:48:33 Level[NOTICE] magic[3365677344 1096]:Udp resume need detect when created new tls connect!,<*> [NOTICE] SDK: UE-SeC <*> Level[NOTICE] <*> resume need detect when created new tls connect!,1063
Android,489815,WatchThread{4786} TcpClient.disconnect_i(TcpClient.java:202) ==================== TCP CLIENT DISCONNECT ====================,<*> ==================== TCP CLIENT DISCONNECT ====================,1064
Android,490739,processLowerBatteryLevel plugged:true batteryLevel:75 intent:act:android.intent.action.BATTERY_CHANGED  flag:1610612752 technology=Li-ion icon-small=17303234 max_charging_voltage=0 health=2 max_charging_current=0 status=2 plugged=1 present=true charge_counter=0 level=75 scale=100 temperature=325 voltage=4264 invalid_charger=0,processLowerBatteryLevel plugged:true <*> intent:act:android.intent.action.BATTERY_CHANGED <*> technology=Li-ion <*> present=true <*>,1065
Android,493459,"Thread-1843{6514} LoginC.connectToServerThread(LoginC.java:451) Connect to MAA , ip = uc.huawei.com","<*> Connect to MAA , ip = uc.huawei.com",1066
Android,494170,"PowerStatsHelper: adjustBackupgroundResult after origin uid: 10144, power: 0.01852777777777778, in sipper: 0.01852777777777778, cpuPowerMah: 0.02799264753175752, bgcpuPowerMah: 0.01852777777777778, cpuTime: 580, fgCpuTime: 0",PowerStatsHelper: adjustBackupgroundResult after origin uid: <*> power: <*> in sipper: <*> cpuPowerMah: <*> bgcpuPowerMah: <*> cpuTime: <*> fgCpuTime: <*>,1067
Android,494177,HandlePowerStatistic:notificationShowJudger mWakeUpNum before app Effect!!!,HandlePowerStatistic:notificationShowJudger mWakeUpNum before app Effect!!!,1068
Android,495491,<2016-12-17 22:48:18> [ERR] SDK: UE-SeC 2016-12-17 22:48:18:266 Level[ERR] magic[3365677344 1532]:RefreshLoginTime: u(w00290667) refresh time 1481986098,<*> [ERR] SDK: UE-SeC <*> Level[ERR] <*> refresh time <*>,1069
Android,495562,<2016-12-17 22:48:18> [NOTICE] SDK: UE-SeC 2016-12-17 22:48:18:278 Level[NOTICE] magic[2374666528 1146]:KeySpace : Begin to get user info,<*> [NOTICE] SDK: UE-SeC <*> Level[NOTICE] <*> : Begin to get user info,1070
Android,495728,<2016-12-17 22:48:18> [NOTICE] SDK: UE-SeC 2016-12-17 22:48:18:318 Level[NOTICE] magic[2374666528 2421]:FileSec: have right to open file due to cur app sec level = 0 is higher than file app(&5ߢ[@ñ?z]) sec level = 0.,<*> [NOTICE] SDK: UE-SeC <*> Level[NOTICE] <*> have right to open file due to cur app sec level = <*> is higher than file <*> @ñ?z]) sec level = <*>,1071
Android,496500,"mIsScreenOn is: false, WAKEUP alarm trigger action = com.huawei.intent.action.PUSH package name is: android","mIsScreenOn is: false, WAKEUP alarm trigger action = com.huawei.intent.action.PUSH package name is: android",1072
Android,496546,at y.bh(Unknown Source),at y.bh(Unknown Source),1073
Android,496823,"getStatic,count:0,work status:false",<*> status:false,1074
Android,498867,"[HSM] stayAwake false uid: 1000, pid: 1795",[HSM] stayAwake false uid: <*> pid: <*>,1075
Android,498978,notifyScreenOn,notifyScreenOn,1076
Android,499131,createLockScreenView when reset,createLockScreenView when reset,1077
Android,500323,I/===> int ulp_brain_turn_onoff_dr_provider() line 848,I/===> int ulp_brain_turn_onoff_dr_provider() line <*>,1078
Android,500328,onReceive intent:act:android.intent.action.BATTERY_CHANGED  flag:1610612752 technology=Li-ion icon-small=17303234 max_charging_voltage=0 health=2 max_charging_current=0 status=2 plugged=1 present=true charge_counter=0 level=80 scale=100 temperature=315 voltage=4164 invalid_charger=0,onReceive intent:act:android.intent.action.BATTERY_CHANGED <*> technology=Li-ion <*> present=true <*>,1079
Android,500449,performReset,performReset,1080
Android,500458,setUri uri=content://media/internal/audio/media/100,setUri <*>,1081
Android,503995,"[SocketRead_22:53:52-13672]useProxy is valid:false, allow proxy:false(android/null:-1)","<*> is valid:false, allow <*>",1082
Android,504073,"[SocketRead_22:53:52-13672]broadcast(),and mReceivers  4(android/null:-1)",<*> mReceivers <*>,1083
Android,504100,[ReceiverDispatcher-336]no more client need register and unregister(android/null:-1),<*> more client need register and <*>,1084
Android,505585,LoginThread{6548} LoginC.goToStepInStep(LoginC.java:278) Login_By_Step->SVNConnect,<*> Login_By_Step->SVNConnect,1085
Android,505677,msg.recv{4490} LightAppCache.reloadLappFromDB(LightAppCache.java:126) <<< WARN(5) >>> Have data in light app cache!,<*> <<< <*> >>> Have data in light app cache!,1086
Android,507555,buckets   .....15 .. 10 .. 5level          83 --> 84status         2 --> 2plugType       1 --> 1invalidCharger 0 --> 0bucket         1 --> 1plugged        true --> true,buckets <*> .. <*> .. <*> <*> --> <*> <*> --> <*> <*> --> <*> --> <*> <*> --> <*> true --> true,1087
Android,507629,needRootScan isEngMode = false isRunModeNormal = true,needRootScan isEngMode = false isRunModeNormal = true,1088
Android,508171,isWiredHeadsetOn...,isWiredHeadsetOn...,1089
Android,509292,updateChargingLocked: charging=true,updateChargingLocked: charging=true,1090
Android,510043,"[ReceiverDispatcher-336]com.sina.weibo  in user 0 ,uid is 10137(android/null:-1)","<*> in user <*> ,uid is <*>",1091
Android,511140,PFW.HwPFWGoogleServicePolicy:mWakelockMonitor mCheckDuration = 1800000,PFW.HwPFWGoogleServicePolicy:mWakelockMonitor mCheckDuration = <*>,1092
Android,513278,collapseAllGroups:,collapseAllGroups:,1093
Android,513435,Launcher onResume(),Launcher onResume(),1094
Android,513546,closeQs,closeQs,1095
Android,514840,Registering com/tencent/mmdb/database/SQLiteDebug natives,Registering com/tencent/mmdb/database/SQLiteDebug natives,1096
Android,515448,PowerGenius Dump,PowerGenius Dump,1097
Android,516266,"activate: handle is 0, en is 0",activate: handle is <*> en is <*>,1098
Android,516626,Launcher receiver screen off broadcast sendmessage true,Launcher receiver screen off broadcast sendmessage true,1099
Android,516988,OverscanTimeout run,OverscanTimeout run,1100
Android,518336,"queryIntentActivitiesAsUser size results:1, for package:com.huawei.espacev2",queryIntentActivitiesAsUser size <*> for <*>,1101
Android,520552,"DisplayPowerController updatePowerState mPendingRequestLocked=policy=BRIGHT, useProximitySensor=false, useProximitySensorbyPhone=true, screenBrightness=33, screenAutoBrightnessAdjustment=0.0, brightnessSetByUser=true, useAutoBrightness=true, blockScreenOn=false, lowPowerMode=false, boostScreenBrightness=false, dozeScreenBrightness=-1, dozeScreenState=UNKNOWN, useTwilight=false, useSmartBacklight=true, brightnessWaitMode=true, brightnessWaitRet=false, screenAutoBrightness=-1, userId=0","DisplayPowerController updatePowerState mPendingRequestLocked=policy=BRIGHT, useProximitySensor=false, useProximitySensorbyPhone=true, <*> brightnessSetByUser=true, useAutoBrightness=true, blockScreenOn=false, lowPowerMode=false, boostScreenBrightness=false, <*> dozeScreenState=UNKNOWN, useTwilight=false, useSmartBacklight=true, brightnessWaitMode=true, brightnessWaitRet=false, <*>",1102
Android,520760,hw_set_colortemperature: start++,hw_set_colortemperature: start++,1103
Android,521303,"setOutputDevice() changing to device 0x0002 , muteWaitMs 0","setOutputDevice() changing to device <*> , muteWaitMs <*>",1104
Android,521470,select_devices Selected apptype: 69937,select_devices Selected apptype: <*>,1105
Android,521608,"<2016-12-17 23:05:16> [NOTICE] SDK: UE-SeC 2016-12-17 23:5:16:685 Level[NOTICE] magic[2356168992 11279]:Begin add DNS request , callback=CCAA8295, data=BC126B60","<*> [NOTICE] SDK: UE-SeC <*> Level[NOTICE] <*> add DNS request , <*>",1106
Android,523473,C onDismissRequested reason = 2,C onDismissRequested reason = <*>,1107
Android,523978,applyModeBackground oldMode=MODE_TRANSPARENT newMode=MODE_TRANSLUCENT animate=false,applyModeBackground oldMode=MODE_TRANSPARENT newMode=MODE_TRANSLUCENT animate=false,1108
Android,523987,windowsVisibleLocked(): ActivityRecord{930e418 u0 com.huawei.android.launcher/.unihome.UniHomeLauncher t297} idle: true,windowsVisibleLocked(): <*> com.huawei.android.launcher/.unihome.UniHomeLauncher <*> idle: true,1109
Android,524070,moveTaskToTop mTaskChanged:true,moveTaskToTop mTaskChanged:true,1110
Android,524454,Report temperature: [pa_0] temp :30  report_threshold:1,Report temperature: <*> temp <*> <*>,1111
Android,524460,"to: connected=true,enabled=true,level=4,inetCondition=1,iconGroup=IconGroup(4G),activityIn=false,activityOut=false,rssi=0,lastModified=12-17 11:05:56,isRoaming=false,dataSim=true,networkName=中国移动,networkNameData=中国移动,dataConnected=true,isDefault=true,isEmergency=false,airplaneMode=false,carrierNetworkChangeMode=false,userSetup=true",to: <*>,1112
Android,527100,out_standby: enter: stream (0xf14f0600) usecase(1: low-latency-playback),out_standby: enter: stream <*> low-latency-playback),1113
Android,527185,"updateIsPoweredLocked: wasPowered=true, mIsPowered=true, oldPlugType=1, mPlugType=1, mBatteryLevel=90","updateIsPoweredLocked: wasPowered=true, mIsPowered=true, <*>",1114
Android,527231,"onInterceptTouchEvent: MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=625.0, y[0]=207.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=130333906, downTime=130333854, deviceId=10, source=0x1002 }, isEnabled=true","onInterceptTouchEvent: MotionEvent { action=ACTION_UP, <*> }, isEnabled=true",1115
Android,527852,"EventHub monitor: no key events in the past 3261s,",EventHub monitor: no key events in the past <*>,1116
Android,533552,Enqueueing ordered broadcast[background] BroadcastRecord{6706986 u0 com.tencent.mm.plugin.openapi.Intent.ACTION_HANDLE_APP_REGISTER}: prev had 0,Enqueueing ordered broadcast[background] <*> com.tencent.mm.plugin.openapi.Intent.ACTION_HANDLE_APP_REGISTER}: prev had <*>,1117
Android,535863,<2016-12-17 23:10:18> [NOTICE] SDK: UE-SeC 2016-12-17 23:10:18:652 Level[NOTICE] magic[2355124512 7167]:proxy info: [];port[0];type[0];name[];domain[]!,<*> [NOTICE] SDK: UE-SeC <*> Level[NOTICE] <*> info: <*>,1118
Android,536711,process buffer and get message,process buffer and get message,1119
Android,536804,main{1} BaseBroadcast.sendBroadcast(BaseBroadcast.java:131) no receiver for action#local_conference_conflist,<*> no receiver for action#local_conference_conflist,1120
Android,538905,BlurBitmap  draw super 0.0,BlurBitmap draw super <*>,1121
Android,539653,200005301|Delay Time is: 4000ms,<*> Time is: <*>,1122
Android,539673,Sending non-protected broadcast com.huawei.action.CONNECT_PUSHSRV from system uid 1000 pkg android,Sending non-protected broadcast com.huawei.action.CONNECT_PUSHSRV from system uid <*> pkg android,1123
Android,542445,"BadgeContentObserver newBadgeNumber:0,oldBadgeNumber:0 mComponentName : ComponentInfo{com.tencent.mm/com.tencent.mm.ui.LauncherUI}",BadgeContentObserver <*> mComponentName : ComponentInfo{com.tencent.mm/com.tencent.mm.ui.LauncherUI},1124
Android,544056,Heartbeat timer.timers{6589} TimerObject.call(TimerObject.java:88) stop timer com.huawei.service.HeartbeatService$HeartbeatTimer@9171099.5000ms(0),Heartbeat <*> stop timer <*>,1125
Android,545275,"I/int ulp_brain_process_zpp_position_report(const enum loc_sess_status, LocPosTechMask, UlpLocation *), report ZPP position to providers,report_position = 1","I/int ulp_brain_process_zpp_position_report(const enum loc_sess_status, LocPosTechMask, UlpLocation *), report ZPP position to providers,report_position = <*>",1126
Android,545729,fpc poll irq interupt,fpc poll irq interupt,1127
Android,545871,"load icon id : 7f02011e, pkgName : com.baidu.input_huawei",load icon id : <*> pkgName : com.baidu.input_huawei,1128
Android,546110,onReceive:screen off,onReceive:screen off,1129
Android,546432,check_usecases_codec_backend:becf: check_usecases num.of Usecases to switch 0,check_usecases_codec_backend:becf: check_usecases num.of Usecases to switch <*>,1130
Android,546685,"remove target not exist, maybe the UI process: uid: 10105, pid: 4492","remove target not exist, maybe the UI process: uid: <*> pid: <*>",1131
